model,layer,roi,split,subject,metric,n_features_1_model,n_features_2_brain,score,test_scores_list
all-other-subjects,V3,V2,test,sub-09,linear_predictivity,463,754,0.25815462037007697,"[0.263848643563987, 0.25052571436241494, 0.2582675719625627, 0.26604786042161366, 0.2520833115398064]"
all-other-subjects,V3,V3,train,sub-09,linear_predictivity,463,575,0.16193156439038253,
all-other-subjects,V3,V3,test,sub-09,linear_predictivity,463,575,0.30357686512406884,"[0.3064018531778529, 0.2947868422251602, 0.3060692475393493, 0.30875722508277004, 0.3018691575952117]"
all-other-subjects,V3,V4,train,sub-09,linear_predictivity,463,616,0.16610481521451645,
all-other-subjects,V3,V4,test,sub-09,linear_predictivity,463,616,0.3473151692179603,"[0.3500548186079258, 0.343533591366859, 0.34551599268806055, 0.3477925305812499, 0.3496789128457062]"
all-other-subjects,V3,V3A,train,sub-09,linear_predictivity,463,270,0.07857458091801517,
all-other-subjects,V3,V3A,test,sub-09,linear_predictivity,463,270,0.1795550015406796,"[0.1780817154937323, 0.18328048796543278, 0.15305186712645508, 0.18571969409916705, 0.19764124301861086]"
all-other-subjects,V3,V3B,train,sub-09,linear_predictivity,463,148,0.15935674284636686,
all-other-subjects,V3,V3B,test,sub-09,linear_predictivity,463,148,0.37387058153834263,"[0.38048593580919043, 0.37673773040223174, 0.361492328670751, 0.36842763917830973, 0.3822092736312302]"
all-other-subjects,V3,V6,train,sub-09,linear_predictivity,463,104,0.04452352454833792,
all-other-subjects,V3,V6,test,sub-09,linear_predictivity,463,104,0.045736471382875135,"[0.0325086758376881, 0.04206206405330378, 0.04576696221036812, 0.04417033255831609, 0.0641743222546996]"
all-other-subjects,V3,V6A,train,sub-09,linear_predictivity,463,85,0.09168431497138628,
all-other-subjects,V3,V6A,test,sub-09,linear_predictivity,463,85,0.24376728936981767,"[0.23934765471997616, 0.24571058324411443, 0.24132957380555511, 0.23869917013649358, 0.25374946494294914]"
all-other-subjects,V3,V7,train,sub-09,linear_predictivity,463,87,0.15841688524258837,
all-other-subjects,V3,V7,test,sub-09,linear_predictivity,463,87,0.30306204548853305,"[0.30230949483983616, 0.30117999926439565, 0.29369248339452436, 0.3025853640321454, 0.31554288591176366]"
all-other-subjects,V3,V8,train,sub-09,linear_predictivity,463,101,0.0990162187914292,
all-other-subjects,V3,V8,test,sub-09,linear_predictivity,463,101,0.26782760057922844,"[0.27538196909823653, 0.263651098850516, 0.27513136822053813, 0.25383507557955703, 0.2711384911472944]"
all-other-subjects,V3,FFC,train,sub-09,linear_predictivity,463,263,0.11734314870938961,
all-other-subjects,V3,FFC,test,sub-09,linear_predictivity,463,263,0.29358585931317993,"[0.29774647467576654, 0.2793074897141557, 0.28949900677605883, 0.2990323520811092, 0.30234397331880963]"
all-other-subjects,V3,PIT,train,sub-09,linear_predictivity,463,123,0.17360462128186768,
all-other-subjects,V3,PIT,test,sub-09,linear_predictivity,463,123,0.3654665420221079,"[0.3643033653464057, 0.3621982765726071, 0.35523586979566146, 0.36902465444496546, 0.3765705439508996]"
all-other-subjects,V3,IPS1,train,sub-09,linear_predictivity,463,243,0.11487524906898294,
all-other-subjects,V3,IPS1,test,sub-09,linear_predictivity,463,243,0.28158244943752,"[0.2757014004463547, 0.2847336839465991, 0.2784222911143477, 0.275451786734198, 0.2936030849461005]"
all-other-subjects,V3,MST,train,sub-09,linear_predictivity,463,149,0.17979984973040836,
all-other-subjects,V3,MST,test,sub-09,linear_predictivity,463,149,0.31603375962801455,"[0.305931188848035, 0.31113154924742664, 0.316299443787737, 0.31426181464186775, 0.33254480161500627]"
all-other-subjects,V3,MT,train,sub-09,linear_predictivity,463,100,0.22384542421585824,
all-other-subjects,V3,MT,test,sub-09,linear_predictivity,463,100,0.3990418806476412,"[0.39069724126678096, 0.3845105614765187, 0.3946163670064889, 0.4003216339897193, 0.4250635994986981]"
all-other-subjects,V3,FST,train,sub-09,linear_predictivity,463,156,0.10343132260551328,
all-other-subjects,V3,FST,test,sub-09,linear_predictivity,463,156,0.27842362539085114,"[0.26721950642321995, 0.275700613872787, 0.28761996689266417, 0.27965203048171583, 0.2819260092838687]"
all-other-subjects,V3,LO1,train,sub-09,linear_predictivity,463,79,0.15599206635448865,
all-other-subjects,V3,LO1,test,sub-09,linear_predictivity,463,79,0.32419373869408025,"[0.3142511548435843, 0.320124159614344, 0.3164126834336025, 0.3301415286804184, 0.34003916689845215]"
all-other-subjects,V3,LO2,train,sub-09,linear_predictivity,463,80,0.1435108767715362,
all-other-subjects,V3,LO2,test,sub-09,linear_predictivity,463,80,0.326881599729335,"[0.31445834652606747, 0.33036262086728835, 0.3176813914058085, 0.3284822996314006, 0.3434233402161101]"
all-other-subjects,V3,LO3,train,sub-09,linear_predictivity,463,125,0.17415422996162014,
all-other-subjects,V3,LO3,test,sub-09,linear_predictivity,463,125,0.34824915473438545,"[0.3457496057831427, 0.33496632023358724, 0.33839277872430307, 0.35409971612957647, 0.36803735280131766]"
all-other-subjects,V4,V1,train,sub-09,linear_predictivity,653,641,0.10658457590638114,
all-other-subjects,V4,V1,test,sub-09,linear_predictivity,653,641,0.21683958872689021,"[0.21867341371442425, 0.21301920604145577, 0.21282431604032945, 0.22346744145097516, 0.21621356638726635]"
all-other-subjects,V4,V2,train,sub-09,linear_predictivity,653,754,0.1295862230938523,
all-other-subjects,V4,V2,test,sub-09,linear_predictivity,653,754,0.21918389123063858,"[0.2178756898097193, 0.213380703671663, 0.22307016224760712, 0.2273469974204747, 0.2142459030037287]"
all-other-subjects,V4,V3,train,sub-09,linear_predictivity,653,575,0.15263616701485214,
all-other-subjects,V4,V3,test,sub-09,linear_predictivity,653,575,0.27533066108802656,"[0.27472193798858796, 0.26593065813638805, 0.27947231784976545, 0.27919965996647217, 0.2773287314989191]"
all-other-subjects,V4,V4,train,sub-09,linear_predictivity,653,616,0.18474457787537832,
all-other-subjects,V4,V4,test,sub-09,linear_predictivity,653,616,0.39345872809269583,"[0.394806497237223, 0.39179422870365993, 0.38743875252463833, 0.39710671506444245, 0.39614744693351533]"
all-other-subjects,V4,V3A,train,sub-09,linear_predictivity,653,270,0.08165713468164068,
all-other-subjects,V4,V3A,test,sub-09,linear_predictivity,653,270,0.18797581785430734,"[0.1501085662580427, 0.19705672687546405, 0.21178447201811584, 0.1665575820176808, 0.2143717421022332]"
all-other-subjects,V4,V3B,train,sub-09,linear_predictivity,653,148,0.20783057928363233,
all-other-subjects,V4,V3B,test,sub-09,linear_predictivity,653,148,0.4670451704146159,"[0.46005772487370755, 0.4700563971010888, 0.45382668082447297, 0.4700989083169776, 0.4811861409568326]"
all-other-subjects,V4,V6,train,sub-09,linear_predictivity,653,104,0.03877928665937676,
all-other-subjects,V4,V6,test,sub-09,linear_predictivity,653,104,0.058053501879740864,"[0.04190052210228108, 0.05339483286509497, 0.06955845006116565, 0.05269503115524639, 0.07271867321491626]"
all-other-subjects,V4,V6A,train,sub-09,linear_predictivity,653,85,0.12494731481150011,
all-other-subjects,V4,V6A,test,sub-09,linear_predictivity,653,85,0.3030128634289484,"[0.29251357133368927, 0.3082854189217809, 0.3044081794594663, 0.2968602725881607, 0.3129968748416447]"
all-other-subjects,V4,V7,train,sub-09,linear_predictivity,653,87,0.18763067986188695,
all-other-subjects,V4,V7,test,sub-09,linear_predictivity,653,87,0.3997520135156493,"[0.3921584815607026, 0.40009635660921056, 0.39603082092731984, 0.3927427803040491, 0.4177316281769646]"
all-other-subjects,V4,V8,train,sub-09,linear_predictivity,653,101,0.12583854081165347,
all-other-subjects,V4,V8,test,sub-09,linear_predictivity,653,101,0.31602505740695364,"[0.3147854368040949, 0.3117209117162038, 0.31702829586659775, 0.31583419171815597, 0.32075645092971594]"
all-other-subjects,V4,FFC,train,sub-09,linear_predictivity,653,263,0.18237694945524055,
all-other-subjects,V4,FFC,test,sub-09,linear_predictivity,653,263,0.4511374611595798,"[0.44683811268886686, 0.44560023938346915, 0.4516245696265463, 0.4575392641909724, 0.4540851199080447]"
all-other-subjects,V4,PIT,train,sub-09,linear_predictivity,653,123,0.24560871013752808,
all-other-subjects,V4,PIT,test,sub-09,linear_predictivity,653,123,0.5262684924039377,"[0.5233279770769398, 0.52366562659491, 0.5243818432824912, 0.5270597121818809, 0.5329073028834663]"
all-other-subjects,V4,IPS1,train,sub-09,linear_predictivity,653,243,0.15501571052022933,
all-other-subjects,V4,IPS1,test,sub-09,linear_predictivity,653,243,0.3721114749700528,"[0.35701188262108297, 0.3796660697818548, 0.3709726476440314, 0.36409247678567747, 0.38881429801761763]"
all-other-subjects,V4,MST,train,sub-09,linear_predictivity,653,149,0.23854870148465127,
all-other-subjects,V4,MST,test,sub-09,linear_predictivity,653,149,0.4201357453238833,"[0.40339388750665967, 0.4273155821842263, 0.4138457364607369, 0.42006734724761946, 0.43605617322017426]"
all-other-subjects,V4,MT,train,sub-09,linear_predictivity,653,100,0.2917508473341809,
all-other-subjects,V4,MT,test,sub-09,linear_predictivity,653,100,0.5300901917367747,"[0.5114584577146664, 0.5353978645127523, 0.5200804229038095, 0.5275120350233593, 0.5560021785292867]"
all-other-subjects,V4,FST,train,sub-09,linear_predictivity,653,156,0.16759510486603257,
all-other-subjects,V4,FST,test,sub-09,linear_predictivity,653,156,0.3717199146861816,"[0.3515639551212507, 0.3777741451038469, 0.36992043172668776, 0.3783250018377229, 0.38101603964139963]"
all-other-subjects,V4,LO1,train,sub-09,linear_predictivity,653,79,0.18316633005625715,
all-other-subjects,V4,LO1,test,sub-09,linear_predictivity,653,79,0.41115130131167127,"[0.3988119243426247, 0.41068391183216196, 0.4099148998701664, 0.4137899871896505, 0.4225557833237531]"
all-other-subjects,V4,LO2,train,sub-09,linear_predictivity,653,80,0.20777226060080922,
all-other-subjects,V4,LO2,test,sub-09,linear_predictivity,653,80,0.45597649262656514,"[0.4512423491289129, 0.4540748626244214, 0.4520407986512668, 0.4579931724558549, 0.4645312802723695]"
all-other-subjects,V4,LO3,train,sub-09,linear_predictivity,653,125,0.22989818644406165,
all-other-subjects,V4,LO3,test,sub-09,linear_predictivity,653,125,0.4709803045176753,"[0.4678840773723549, 0.4727870793160153, 0.46045592810864244, 0.47052835805384413, 0.48324607973751943]"
all-other-subjects,V3A,V1,train,sub-09,linear_predictivity,246,641,0.025670774507160776,
all-other-subjects,V3A,V1,test,sub-09,linear_predictivity,246,641,0.07401307297467374,"[0.07138297004170327, 0.07536593938848274, 0.07103237004707474, 0.07743242590236231, 0.0748516594937457]"
all-other-subjects,V3A,V2,train,sub-09,linear_predictivity,246,754,0.048848249320737926,
all-other-subjects,V3A,V2,test,sub-09,linear_predictivity,246,754,0.10394483996696698,"[0.09543275854988158, 0.10678640979703659, 0.10673886858202926, 0.1071561886644155, 0.10360997424147195]"
all-other-subjects,V3A,V3,train,sub-09,linear_predictivity,246,575,0.05836180491333456,
all-other-subjects,V3A,V3,test,sub-09,linear_predictivity,246,575,0.12762470926070077,"[0.12308018661594657, 0.12990554791331235, 0.13087133874814097, 0.12680806501735303, 0.127458408008751]"
all-other-subjects,V3A,V4,train,sub-09,linear_predictivity,246,616,0.07009180766145191,
all-other-subjects,V3A,V4,test,sub-09,linear_predictivity,246,616,0.16669094288927505,"[0.16875534136845938, 0.16683647671085824, 0.17007323261773535, 0.16218922439993755, 0.16560043934938487]"
all-other-subjects,V3A,V3A,train,sub-09,linear_predictivity,246,270,0.07754365566132082,
all-other-subjects,V3A,V3A,test,sub-09,linear_predictivity,246,270,0.15852709194609987,"[0.1409626687699337, 0.17317440167068984, 0.17080742767643642, 0.14905910701342873, 0.15863185460001075]"
all-other-subjects,V3A,V3B,train,sub-09,linear_predictivity,246,148,0.14955841628881217,
all-other-subjects,V3A,V3B,test,sub-09,linear_predictivity,246,148,0.3246705692824026,"[0.3243137951833569, 0.3364490060202084, 0.3200257436289233, 0.3146813812010151, 0.32788292037850914]"
all-other-subjects,V3A,V6,train,sub-09,linear_predictivity,246,104,0.04650511076924288,
all-other-subjects,V3A,V6,test,sub-09,linear_predictivity,246,104,0.056173911969509396,"[0.03713400361322488, 0.06265310905541366, 0.06080516913159433, 0.053830392013828075, 0.066446886033486]"
all-other-subjects,V3A,V6A,train,sub-09,linear_predictivity,246,85,0.14565451916609445,
all-other-subjects,V3A,V6A,test,sub-09,linear_predictivity,246,85,0.3296593998938517,"[0.3266247857393504, 0.3403856955232776, 0.3247831589872865, 0.3245934332792054, 0.3319099259401385]"
all-other-subjects,V3A,V7,train,sub-09,linear_predictivity,246,87,0.20097282394280155,
all-other-subjects,V3A,V7,test,sub-09,linear_predictivity,246,87,0.3663149870471023,"[0.3690177782440358, 0.3727087755404498, 0.3605127502850429, 0.3627076663317489, 0.3666279648342342]"
all-other-subjects,V3A,V8,train,sub-09,linear_predictivity,246,101,0.04830836758140802,
all-other-subjects,V3A,V8,test,sub-09,linear_predictivity,246,101,0.15845585427010384,"[0.15859186289481747, 0.15531670043216195, 0.17187451706594364, 0.15268294249929273, 0.15381324845830333]"
all-other-subjects,V3A,FFC,train,sub-09,linear_predictivity,246,263,0.0525070324726385,
all-other-subjects,V3A,FFC,test,sub-09,linear_predictivity,246,263,0.14576538067141512,"[0.14847677840522328, 0.14203484323187568, 0.14773905131535056, 0.14151943868849448, 0.14905679171613148]"
all-other-subjects,V3A,PIT,train,sub-09,linear_predictivity,246,123,0.04596604045763867,
all-other-subjects,V3A,PIT,test,sub-09,linear_predictivity,246,123,0.13638715822180186,"[0.14100118491830008, 0.13384964345837677, 0.13009532970829213, 0.1306589128521642, 0.14633072017187612]"
all-other-subjects,V3A,IPS1,train,sub-09,linear_predictivity,246,243,0.12561049221592552,
all-other-subjects,V3A,IPS1,test,sub-09,linear_predictivity,246,243,0.2565892310687224,"[0.25695654349011426, 0.260183799300883, 0.2531247738164686, 0.25737903398357354, 0.25530200475257253]"
all-other-subjects,V3A,MST,train,sub-09,linear_predictivity,246,149,0.20627091032275285,
all-other-subjects,V3A,MST,test,sub-09,linear_predictivity,246,149,0.34439497886922527,"[0.33767474015046506, 0.34411758418585875, 0.340161803437917, 0.35169898196390637, 0.3483217846079794]"
all-other-subjects,V3A,MT,train,sub-09,linear_predictivity,246,100,0.19858351686194775,
all-other-subjects,V3A,MT,test,sub-09,linear_predictivity,246,100,0.35609083122088575,"[0.3507495668944538, 0.35399422212254217, 0.3485359267482856, 0.3614643493927391, 0.3657100909464082]"
all-other-subjects,V3A,FST,train,sub-09,linear_predictivity,246,156,0.10982332427794637,
all-other-subjects,V3A,FST,test,sub-09,linear_predictivity,246,156,0.22126942595300583,"[0.21387164059388963, 0.22449705026553368, 0.22222426505380347, 0.22763789356786795, 0.2181162802839345]"
all-other-subjects,V3A,LO1,train,sub-09,linear_predictivity,246,79,0.10636567513441683,
all-other-subjects,V3A,LO1,test,sub-09,linear_predictivity,246,79,0.20405463857573575,"[0.19558156599100515, 0.19702324234478547, 0.2026279132814289, 0.20564585664495147, 0.2193946146165078]"
all-other-subjects,V3A,LO2,train,sub-09,linear_predictivity,246,80,0.04777493328509239,
all-other-subjects,V3A,LO2,test,sub-09,linear_predictivity,246,80,0.14711001791481654,"[0.14672625257407418, 0.149226485128095, 0.13623698353366082, 0.14583656922770288, 0.1575237991105498]"
all-other-subjects,V3A,LO3,train,sub-09,linear_predictivity,246,125,0.14703941549276406,
all-other-subjects,V3A,LO3,test,sub-09,linear_predictivity,246,125,0.29379870725647095,"[0.2915836646918951, 0.2921153101680345, 0.2917445817546833, 0.2969803062937584, 0.2965696733739835]"
all-other-subjects,V3B,V1,train,sub-09,linear_predictivity,150,641,0.04113335553357442,
all-other-subjects,V3B,V1,test,sub-09,linear_predictivity,150,641,0.08171933949727161,"[0.08014571425818881, 0.08124413780846543, 0.07794204539238896, 0.08808318321336776, 0.08118161681394709]"
all-other-subjects,V3B,V2,train,sub-09,linear_predictivity,150,754,0.0552107978064396,
all-other-subjects,V3B,V2,test,sub-09,linear_predictivity,150,754,0.1161894442283952,"[0.1128451037230988, 0.11493396422123289, 0.12065044805411314, 0.11985192636443039, 0.11266577877910068]"
all-other-subjects,V3B,V3,train,sub-09,linear_predictivity,150,575,0.056577734935203364,
all-other-subjects,V3B,V3,test,sub-09,linear_predictivity,150,575,0.11526758144591238,"[0.11171254488903155, 0.11355653310262757, 0.11659410770670067, 0.1186346811292841, 0.11584004040191798]"
all-other-subjects,V3B,V4,train,sub-09,linear_predictivity,150,616,0.07836806178321838,
all-other-subjects,V3B,V4,test,sub-09,linear_predictivity,150,616,0.1762029210716313,"[0.1774329779105666, 0.17535498237681416, 0.1702531517633479, 0.1789101254364987, 0.179063367870929]"
all-other-subjects,V3B,V3A,train,sub-09,linear_predictivity,150,270,0.07340146197274483,
