model,layer,roi,split,subject,metric,n_features_1_model,n_features_2_brain,score,test_scores_list
all-other-subjects,V1,V1,train,sub-05,linear_predictivity,478,608,0.14202570082207264,
all-other-subjects,V1,V1,test,sub-05,linear_predictivity,478,608,0.2505484811006431,"[0.25304097430505507, 0.2532054387991508, 0.25391456458738576, 0.24097805485281884, 0.2516033729588051]"
all-other-subjects,V1,V2,train,sub-05,linear_predictivity,478,559,0.10686562509060996,
all-other-subjects,V1,V2,test,sub-05,linear_predictivity,478,559,0.23037925610216492,"[0.21872110566220693, 0.23568892755283175, 0.2392823088383624, 0.23551802321189905, 0.22268591524552434]"
all-other-subjects,V1,V3,train,sub-05,linear_predictivity,478,451,0.09528125668485861,
all-other-subjects,V1,V3,test,sub-05,linear_predictivity,478,451,0.1993735741086788,"[0.19939286937423004, 0.19519631383652927, 0.20656266538346607, 0.19455435704691343, 0.20116166490225526]"
all-other-subjects,V1,V4,train,sub-05,linear_predictivity,478,564,0.09335627436653215,
all-other-subjects,V1,V4,test,sub-05,linear_predictivity,478,564,0.19042167987626235,"[0.18858564173039746, 0.18573695810700597, 0.19551322637143884, 0.18661927158838007, 0.1956533015840894]"
all-other-subjects,V1,V3A,train,sub-05,linear_predictivity,478,224,0.02228277142052365,
all-other-subjects,V1,V3A,test,sub-05,linear_predictivity,478,224,0.03896273235611653,"[0.04159449957423943, 0.03519895966333521, 0.04272225609835158, 0.03699013323528239, 0.038307813209374035]"
all-other-subjects,V1,V3B,train,sub-05,linear_predictivity,478,136,0.05301840790998855,
all-other-subjects,V1,V3B,test,sub-05,linear_predictivity,478,136,0.10192278813084898,"[0.10369026538103246, 0.10110278215074703, 0.10781203448170447, 0.09405179007949907, 0.1029570685612619]"
all-other-subjects,V1,V6,train,sub-05,linear_predictivity,478,115,0.03173097249661893,
all-other-subjects,V1,V6,test,sub-05,linear_predictivity,478,115,0.06951151345770594,"[0.075734839396377, 0.06975742269764126, 0.06482956157183917, 0.06295990926874881, 0.07427583435392349]"
all-other-subjects,V1,V6A,train,sub-05,linear_predictivity,478,85,0.04887428303518991,
all-other-subjects,V1,V6A,test,sub-05,linear_predictivity,478,85,0.15286857182674946,"[0.16906980675471694, 0.1469174799122523, 0.15498228106088358, 0.15205885910159633, 0.1413144323042981]"
all-other-subjects,V1,V7,train,sub-05,linear_predictivity,478,83,0.03748521108557854,
all-other-subjects,V1,V7,test,sub-05,linear_predictivity,478,83,0.11615577807496842,"[0.12683046598831843, 0.11058701158514672, 0.11611279982497011, 0.10948652279896247, 0.11776209017744432]"
all-other-subjects,V1,V8,train,sub-05,linear_predictivity,478,110,0.06534729125362611,
all-other-subjects,V1,V8,test,sub-05,linear_predictivity,478,110,0.16769868373149696,"[0.17094374741114945, 0.16116795998648883, 0.17866116263836754, 0.1679145594266629, 0.15980598919481617]"
all-other-subjects,V1,FFC,train,sub-05,linear_predictivity,478,263,0.024467829653281335,
all-other-subjects,V1,FFC,test,sub-05,linear_predictivity,478,263,0.027258601159923568,"[0.026127536002991666, 0.0206743157928543, 0.02830028906154749, 0.024136065854740773, 0.03705479908748361]"
all-other-subjects,V1,PIT,train,sub-05,linear_predictivity,478,107,0.05792327357708574,
all-other-subjects,V1,PIT,test,sub-05,linear_predictivity,478,107,0.10114442479609682,"[0.10093138145906712, 0.08780647469665777, 0.10411707350747838, 0.10488270628678303, 0.10798448803049776]"
all-other-subjects,V1,IPS1,train,sub-05,linear_predictivity,478,236,0.026928141526576143,
all-other-subjects,V1,IPS1,test,sub-05,linear_predictivity,478,236,0.08107873516417544,"[0.08637327326367204, 0.0765911581823028, 0.08283505280969462, 0.07971559913372006, 0.07987859243148772]"
all-other-subjects,V1,MST,train,sub-05,linear_predictivity,478,144,0.07502909638936997,
all-other-subjects,V1,MST,test,sub-05,linear_predictivity,478,144,0.11152322661889022,"[0.10941023756448405, 0.10145780402433842, 0.1111766138178815, 0.10746502191596467, 0.12810645577178242]"
all-other-subjects,V1,MT,train,sub-05,linear_predictivity,478,100,0.07085363146918541,
all-other-subjects,V1,MT,test,sub-05,linear_predictivity,478,100,0.07084824069642595,"[0.08684429376641073, 0.06381492094715446, 0.07118016510135819, 0.06101788455550935, 0.07138393911169696]"
all-other-subjects,V1,FST,train,sub-05,linear_predictivity,478,172,0.08502472314913967,
all-other-subjects,V1,FST,test,sub-05,linear_predictivity,478,172,0.1398567216942958,"[0.14294497595944217, 0.12816341843756307, 0.14495778933552741, 0.12116410578438602, 0.16205331895456024]"
all-other-subjects,V1,LO1,train,sub-05,linear_predictivity,478,80,0.05389262162248955,
all-other-subjects,V1,LO1,test,sub-05,linear_predictivity,478,80,0.11366352243899316,"[0.10765147709309197, 0.10023670164571052, 0.1515890997495027, 0.0944074029058572, 0.11443293080080341]"
all-other-subjects,V1,LO2,train,sub-05,linear_predictivity,478,61,0.035378874405904294,
all-other-subjects,V1,LO2,test,sub-05,linear_predictivity,478,61,0.05963648156099175,"[0.06281768062215638, 0.05577226083822646, 0.06739766369488777, 0.05621269631545588, 0.05598210633423226]"
all-other-subjects,V1,LO3,train,sub-05,linear_predictivity,478,123,0.04180441081496093,
all-other-subjects,V1,LO3,test,sub-05,linear_predictivity,478,123,0.07715756417949834,"[0.10371855526798279, 0.06762831588089462, 0.08676667871175264, 0.06180879567420638, 0.06586547536265526]"
all-other-subjects,V2,V1,train,sub-05,linear_predictivity,536,608,0.12280014974945748,
all-other-subjects,V2,V1,test,sub-05,linear_predictivity,536,608,0.2236623775959899,"[0.23329061276364663, 0.23059098281349535, 0.22407139197264306, 0.20658337857205758, 0.22377552185810679]"
all-other-subjects,V2,V2,train,sub-05,linear_predictivity,536,559,0.1138918980411072,
all-other-subjects,V2,V2,test,sub-05,linear_predictivity,536,559,0.25188487611323856,"[0.24744777030866313, 0.25235680641784086, 0.24757205828049966, 0.25891266013051534, 0.2531350854286737]"
all-other-subjects,V2,V3,train,sub-05,linear_predictivity,536,451,0.10823528144935834,
all-other-subjects,V2,V3,test,sub-05,linear_predictivity,536,451,0.22589998663652086,"[0.2255536250003802, 0.22910757034034646, 0.22996489796342984, 0.21903750371959077, 0.22583633615885695]"
all-other-subjects,V2,V4,train,sub-05,linear_predictivity,536,564,0.10599816135733499,
all-other-subjects,V2,V4,test,sub-05,linear_predictivity,536,564,0.2207229813416582,"[0.2182963796416508, 0.22047981444038228, 0.22286142028613526, 0.21590354895369251, 0.22607374338643013]"
all-other-subjects,V2,V3A,train,sub-05,linear_predictivity,536,224,0.033871319906032635,
all-other-subjects,V2,V3A,test,sub-05,linear_predictivity,536,224,0.07455002600391078,"[0.07589867858595034, 0.07668639887355208, 0.07771775295902213, 0.0728905657420932, 0.06955673385893613]"
all-other-subjects,V2,V3B,train,sub-05,linear_predictivity,536,136,0.07713757805806468,
all-other-subjects,V2,V3B,test,sub-05,linear_predictivity,536,136,0.17131819025576084,"[0.1693745939003431, 0.17159185816631992, 0.17406889733149755, 0.16259606542348487, 0.17895953645715879]"
all-other-subjects,V2,V6,train,sub-05,linear_predictivity,536,115,0.042731302815604943,
all-other-subjects,V2,V6,test,sub-05,linear_predictivity,536,115,0.10581971792734435,"[0.11038069079684452, 0.10353197886976406, 0.11395476449954162, 0.09242567199567121, 0.10880548347490035]"
all-other-subjects,V2,V6A,train,sub-05,linear_predictivity,536,85,0.06985417481059049,
all-other-subjects,V2,V6A,test,sub-05,linear_predictivity,536,85,0.21550952852172953,"[0.2170216531922771, 0.2111655347244311, 0.22322750088060733, 0.2263105846902028, 0.19982236912112922]"
all-other-subjects,V2,V7,train,sub-05,linear_predictivity,536,83,0.05292544357743096,
all-other-subjects,V2,V7,test,sub-05,linear_predictivity,536,83,0.16543302557613074,"[0.16746221991931795, 0.16644062254526262, 0.16391286528908086, 0.1595540550888729, 0.1697953650381193]"
all-other-subjects,V2,V8,train,sub-05,linear_predictivity,536,110,0.09480432190223785,
