model,layer,roi,split,subject,metric,n_features_1_model,n_features_2_brain,score,test_scores_list
all-other-subjects,V1,V1,train,sub-07,linear_predictivity,499,420,0.09852451405371788,
all-other-subjects,V1,V1,test,sub-07,linear_predictivity,499,420,0.18738260591280054,"[0.19416298417350525, 0.19347895610696433, 0.18175801398573865, 0.18387157654520594, 0.18364149875258845]"
all-other-subjects,V1,V2,train,sub-07,linear_predictivity,499,470,0.098763215483995,
all-other-subjects,V1,V2,test,sub-07,linear_predictivity,499,470,0.20539736511374432,"[0.20646491452360102, 0.21041011545057542, 0.20065305623861776, 0.2121816310397943, 0.19727710831613315]"
all-other-subjects,V1,V3,train,sub-07,linear_predictivity,499,348,0.07040611650721934,
all-other-subjects,V1,V3,test,sub-07,linear_predictivity,499,348,0.16917359282389846,"[0.16185698194492212, 0.19260660662020515, 0.15578520593460018, 0.18136493490303757, 0.15425423471672714]"
all-other-subjects,V1,V4,train,sub-07,linear_predictivity,499,451,0.058064550499039774,
all-other-subjects,V1,V4,test,sub-07,linear_predictivity,499,451,0.1427276477389325,"[0.15133643338356778, 0.1405984875136898, 0.1476108045094773, 0.13530451988255385, 0.13878799340537384]"
all-other-subjects,V1,V3A,train,sub-07,linear_predictivity,499,55,0.04109133245127052,
all-other-subjects,V1,V3A,test,sub-07,linear_predictivity,499,55,0.15353502902622304,"[0.1507068462565867, 0.16959721878456982, 0.1516507108738763, 0.14471159744701662, 0.15100877176906585]"
all-other-subjects,V1,V3B,train,sub-07,linear_predictivity,499,103,0.0610274404760841,
all-other-subjects,V1,V3B,test,sub-07,linear_predictivity,499,103,0.17970744628463844,"[0.18961917050039054, 0.17582583762448223, 0.17579772190345455, 0.18500098124577666, 0.17229352014908814]"
all-other-subjects,V1,V6,train,sub-07,linear_predictivity,499,94,0.013129814008243533,
all-other-subjects,V1,V6,test,sub-07,linear_predictivity,499,94,0.04745113387372753,"[0.04273853509442709, 0.05286031812117211, 0.04890259493628752, 0.05050966075183169, 0.04224456046491919]"
all-other-subjects,V1,V6A,train,sub-07,linear_predictivity,499,63,0.04446399478533607,
all-other-subjects,V1,V6A,test,sub-07,linear_predictivity,499,63,0.13680697291267443,"[0.12597029831009646, 0.1391642548380777, 0.14896394160438356, 0.13158995374277885, 0.13834641606803566]"
all-other-subjects,V1,V7,train,sub-07,linear_predictivity,499,37,0.052691880866394536,
all-other-subjects,V1,V7,test,sub-07,linear_predictivity,499,37,0.13868610061218625,"[0.13505505513692065, 0.13288480175070133, 0.150707363258386, 0.12902520283560778, 0.14575808007931543]"
all-other-subjects,V1,V8,train,sub-07,linear_predictivity,499,80,0.05623312311999626,
all-other-subjects,V1,V8,test,sub-07,linear_predictivity,499,80,0.13409372753508383,"[0.11502922433555765, 0.12089365497865043, 0.1576341514955881, 0.11829073619513471, 0.1586208706704882]"
all-other-subjects,V1,FFC,train,sub-07,linear_predictivity,499,265,0.05280938123574067,
all-other-subjects,V1,FFC,test,sub-07,linear_predictivity,499,265,0.07932407733806783,"[0.06229501587863961, 0.08757464657677046, 0.10965011306571168, 0.06173623450433611, 0.0753643766648813]"
all-other-subjects,V1,PIT,train,sub-07,linear_predictivity,499,101,0.07255704199860659,
all-other-subjects,V1,PIT,test,sub-07,linear_predictivity,499,101,0.11728801502638193,"[0.11834424064317939, 0.08208993581542466, 0.13020696263534068, 0.12525049928019108, 0.1305484367577739]"
all-other-subjects,V1,IPS1,train,sub-07,linear_predictivity,499,191,0.01519789481261702,
all-other-subjects,V1,IPS1,test,sub-07,linear_predictivity,499,191,0.07714593153271379,"[0.08017108443586486, 0.07587157249607766, 0.08006297728400585, 0.07088301818534609, 0.0787410052622745]"
all-other-subjects,V1,MST,train,sub-07,linear_predictivity,499,149,0.10906329681627727,
all-other-subjects,V1,MST,test,sub-07,linear_predictivity,499,149,0.17153654882158373,"[0.16619976327414837, 0.174728032421079, 0.1753553719392628, 0.16946339413359848, 0.17193618233983013]"
all-other-subjects,V1,MT,train,sub-07,linear_predictivity,499,100,0.11647703386821288,
all-other-subjects,V1,MT,test,sub-07,linear_predictivity,499,100,0.1769962666987179,"[0.17484954886484147, 0.18059774261664835, 0.16957783505977603, 0.18329295481706737, 0.17666325213525633]"
all-other-subjects,V1,FST,train,sub-07,linear_predictivity,499,167,0.042870581515912866,
all-other-subjects,V1,FST,test,sub-07,linear_predictivity,499,167,0.10886481557901265,"[0.10657362973470093, 0.10533870960990614, 0.11902449171207308, 0.09121916266454905, 0.12216808417383403]"
all-other-subjects,V1,LO1,train,sub-07,linear_predictivity,499,80,0.10698994686196689,
all-other-subjects,V1,LO1,test,sub-07,linear_predictivity,499,80,0.1713018863130306,"[0.17412287502265192, 0.17191126730139775, 0.17488182584035242, 0.1611182597107598, 0.17447520368999098]"
all-other-subjects,V1,LO2,train,sub-07,linear_predictivity,499,67,0.06755148100214398,
all-other-subjects,V1,LO2,test,sub-07,linear_predictivity,499,67,0.127116132242214,"[0.12490523279223295, 0.09560560881237305, 0.13863183164788373, 0.13628966463981534, 0.14014832331876484]"
all-other-subjects,V1,LO3,train,sub-07,linear_predictivity,499,125,0.07086162455721062,
all-other-subjects,V1,LO3,test,sub-07,linear_predictivity,499,125,0.08894950795330615,"[0.10798553554890246, 0.09314628632168218, 0.06812036544748488, 0.10434161491701141, 0.07115373753144977]"
all-other-subjects,V2,V1,train,sub-07,linear_predictivity,554,420,0.08386096488533651,
all-other-subjects,V2,V1,test,sub-07,linear_predictivity,554,420,0.16531972431241113,"[0.1677475413528167, 0.17316552258147552, 0.15626972220282676, 0.166028408578514, 0.16338742684642268]"
all-other-subjects,V2,V2,train,sub-07,linear_predictivity,554,470,0.11067517788076635,
all-other-subjects,V2,V2,test,sub-07,linear_predictivity,554,470,0.2334492646932192,"[0.23698627457827182, 0.24441359376319569, 0.22888690990554178, 0.22989183588503545, 0.22706770933405127]"
all-other-subjects,V2,V3,train,sub-07,linear_predictivity,554,348,0.09080206921318724,
