model,layer,roi,split,subject,metric,n_features_1_model,n_features_2_brain,score,test_scores_list
all-other-subjects,V1,V1,train,sub-01,linear_predictivity,481,1221,0.06084001172318621,
all-other-subjects,V1,V1,test,sub-01,linear_predictivity,481,1221,0.0915012187585732,"[0.07905606722292487, 0.094868789667669, 0.10466778333633286, 0.10316770728751586, 0.07574574627842341]"
all-other-subjects,V1,V2,train,sub-01,linear_predictivity,481,925,0.07234689150987056,
all-other-subjects,V1,V2,test,sub-01,linear_predictivity,481,925,0.15572363534249725,"[0.13220594419521486, 0.13993330287262276, 0.18393332144968533, 0.16184481749955568, 0.16070079069540752]"
all-other-subjects,V1,V3,train,sub-01,linear_predictivity,481,621,0.12291154418416729,
all-other-subjects,V1,V3,test,sub-01,linear_predictivity,481,621,0.19597734336295333,"[0.17614789581231974, 0.19609404966566688, 0.2162289460422172, 0.1966343210183355, 0.19478150427622726]"
all-other-subjects,V1,V4,train,sub-01,linear_predictivity,481,625,0.11019880994056906,
all-other-subjects,V1,V4,test,sub-01,linear_predictivity,481,625,0.24695298832436868,"[0.245526674239861, 0.24613834716204602, 0.250226157440802, 0.24550976825788612, 0.24736399452124824]"
all-other-subjects,V1,V3A,train,sub-01,linear_predictivity,481,238,0.035339572151101915,
all-other-subjects,V1,V3A,test,sub-01,linear_predictivity,481,238,0.07526461248097996,"[0.0664816568645094, 0.06974167521246268, 0.08309402219816683, 0.08255548876281715, 0.07445021936694379]"
all-other-subjects,V1,V3B,train,sub-01,linear_predictivity,481,150,0.04740273591046906,
all-other-subjects,V1,V3B,test,sub-01,linear_predictivity,481,150,0.15746033370473705,"[0.15670946092355456, 0.1634936910691538, 0.16060820540336826, 0.1491465970723991, 0.15734371405520967]"
all-other-subjects,V1,V6,train,sub-01,linear_predictivity,481,198,0.01740361435072437,
all-other-subjects,V1,V6,test,sub-01,linear_predictivity,481,198,0.06639632995298922,"[0.05750980596683683, 0.06497628926912752, 0.07201949875586636, 0.06742767044948093, 0.07004838532363444]"
all-other-subjects,V1,V6A,train,sub-01,linear_predictivity,481,91,0.06272053953473301,
all-other-subjects,V1,V6A,test,sub-01,linear_predictivity,481,91,0.13140382502719314,"[0.13614865676906995, 0.13088629731257428, 0.13681436324016774, 0.12936650580020193, 0.1238033020139518]"
all-other-subjects,V1,V7,train,sub-01,linear_predictivity,481,89,0.06726634232100033,
all-other-subjects,V1,V7,test,sub-01,linear_predictivity,481,89,0.15622561175375696,"[0.16091387758384765, 0.15782328897906586, 0.1501008851239206, 0.15856989782379474, 0.15372010925815596]"
all-other-subjects,V1,V8,train,sub-01,linear_predictivity,481,112,0.07193002659176856,
all-other-subjects,V1,V8,test,sub-01,linear_predictivity,481,112,0.19001037376679247,"[0.19633954332950784, 0.1656927947514821, 0.19593685317012483, 0.19997799824933418, 0.19210467933351336]"
all-other-subjects,V1,FFC,train,sub-01,linear_predictivity,481,284,0.033679650393260305,
all-other-subjects,V1,FFC,test,sub-01,linear_predictivity,481,284,0.04306396366378977,"[0.06308643923806043, 0.020403312052587375, 0.035097800178971086, 0.03394629966417771, 0.0627859671851523]"
all-other-subjects,V1,PIT,train,sub-01,linear_predictivity,481,103,0.09820048295093238,
all-other-subjects,V1,PIT,test,sub-01,linear_predictivity,481,103,0.18466593347754473,"[0.1911056897076544, 0.16784589825827195, 0.18745868489328066, 0.19084933804820667, 0.1860700564803099]"
all-other-subjects,V1,IPS1,train,sub-01,linear_predictivity,481,235,0.03967858490825575,
all-other-subjects,V1,IPS1,test,sub-01,linear_predictivity,481,235,0.1084000074226841,"[0.1226432408090552, 0.1109668742592906, 0.08751677704977473, 0.1139646788155601, 0.10690846617973983]"
all-other-subjects,V1,MST,train,sub-01,linear_predictivity,481,149,0.12154028071120028,
all-other-subjects,V1,MST,test,sub-01,linear_predictivity,481,149,0.20162745624916223,"[0.1946735794984065, 0.2064903196713582, 0.18653383696685405, 0.21880976350269782, 0.2016297816064947]"
all-other-subjects,V1,MT,train,sub-01,linear_predictivity,481,100,0.10353366969669561,
all-other-subjects,V1,MT,test,sub-01,linear_predictivity,481,100,0.1758986569206221,"[0.16999218197643617, 0.18034569319611043, 0.16725252269958557, 0.18802387674026425, 0.17387900999071415]"
all-other-subjects,V1,FST,train,sub-01,linear_predictivity,481,175,0.10417090945238157,
all-other-subjects,V1,FST,test,sub-01,linear_predictivity,481,175,0.1817918523183096,"[0.17778717371482797, 0.18248870089035613, 0.17146306023337932, 0.19435921704891548, 0.18286110970406927]"
all-other-subjects,V1,LO1,train,sub-01,linear_predictivity,481,80,0.10703266337056903,
all-other-subjects,V1,LO1,test,sub-01,linear_predictivity,481,80,0.24724593566029834,"[0.23756102152712022, 0.2536882576846012, 0.24685667526882718, 0.24810741617794463, 0.2500163076429985]"
all-other-subjects,V1,LO2,train,sub-01,linear_predictivity,481,67,0.0741011675190438,
all-other-subjects,V1,LO2,test,sub-01,linear_predictivity,481,67,0.1589308069484282,"[0.16314251914397612, 0.14174771759243776, 0.16342823508809723, 0.1660017590710176, 0.16033380384661233]"
all-other-subjects,V1,LO3,train,sub-01,linear_predictivity,481,121,0.07848577788142717,
all-other-subjects,V1,LO3,test,sub-01,linear_predictivity,481,121,0.16821932979122334,"[0.1706442653719854, 0.16781530572217118, 0.15864970167955192, 0.175137036500177, 0.16885033968223118]"
all-other-subjects,V2,V1,train,sub-01,linear_predictivity,479,1221,0.07107455390087813,
all-other-subjects,V2,V1,test,sub-01,linear_predictivity,479,1221,0.14190267237445647,"[0.1334112358748417, 0.14661636763302371, 0.15353284542878834, 0.14879191906366415, 0.12716099387196442]"
all-other-subjects,V2,V2,train,sub-01,linear_predictivity,479,925,0.0971471579428268,
all-other-subjects,V2,V2,test,sub-01,linear_predictivity,479,925,0.20930648942129407,"[0.19593640176039534, 0.21039221065057837, 0.2142574205607768, 0.21807999905322534, 0.20786641508149437]"
all-other-subjects,V2,V3,train,sub-01,linear_predictivity,479,621,0.14271416663727654,
all-other-subjects,V2,V3,test,sub-01,linear_predictivity,479,621,0.2591077432141737,"[0.2418945314431449, 0.26616195233494894, 0.2701660430713542, 0.26619477379844536, 0.251121415422975]"
all-other-subjects,V2,V4,train,sub-01,linear_predictivity,479,625,0.13074427591607093,
all-other-subjects,V2,V4,test,sub-01,linear_predictivity,479,625,0.3004838743088973,"[0.30029010711326826, 0.299766478268807, 0.30492607999686705, 0.29882452366302903, 0.29861218250251514]"
all-other-subjects,V2,V3A,train,sub-01,linear_predictivity,479,238,0.059160805351348475,
all-other-subjects,V2,V3A,test,sub-01,linear_predictivity,479,238,0.14213945354333374,"[0.13141213821515482, 0.13963190665727507, 0.14908024257479963, 0.15316852130727798, 0.13740445896216122]"
all-other-subjects,V2,V3B,train,sub-01,linear_predictivity,479,150,0.07096051612879783,
all-other-subjects,V2,V3B,test,sub-01,linear_predictivity,479,150,0.211087309787464,"[0.21057025066311502, 0.20617086331077855, 0.21877451280235638, 0.21041825803861425, 0.20950266412245594]"
all-other-subjects,V2,V6,train,sub-01,linear_predictivity,479,198,0.052266904419024096,
all-other-subjects,V2,V6,test,sub-01,linear_predictivity,479,198,0.15346602822962108,"[0.14734183228558856, 0.15274014487646548, 0.1558231792800059, 0.16685629115701542, 0.14456869354903004]"
all-other-subjects,V2,V6A,train,sub-01,linear_predictivity,479,91,0.071990442319896,
all-other-subjects,V2,V6A,test,sub-01,linear_predictivity,479,91,0.1788762824811307,"[0.19066112078697162, 0.14889345396674758, 0.1850841176261362, 0.19244914602578797, 0.17729357400001008]"
all-other-subjects,V2,V7,train,sub-01,linear_predictivity,479,89,0.06791072423690186,
all-other-subjects,V2,V7,test,sub-01,linear_predictivity,479,89,0.20217576059008824,"[0.20248174064808455, 0.19709667219863666, 0.19614103051873533, 0.21133134505511153, 0.2038280145298731]"
all-other-subjects,V2,V8,train,sub-01,linear_predictivity,479,112,0.09918015260899397,
all-other-subjects,V2,V8,test,sub-01,linear_predictivity,479,112,0.23566527506578244,"[0.23732137516635352, 0.2275435093170303, 0.24577008248595827, 0.23736471457570318, 0.23032669378386678]"
all-other-subjects,V2,FFC,train,sub-01,linear_predictivity,479,284,0.04107921406202839,
all-other-subjects,V2,FFC,test,sub-01,linear_predictivity,479,284,0.07479997979214202,"[0.08983663578696977, 0.04512173295393636, 0.09582772694631217, 0.052325717321062795, 0.09088808595242905]"
all-other-subjects,V2,PIT,train,sub-01,linear_predictivity,479,103,0.11124315889683271,
all-other-subjects,V2,PIT,test,sub-01,linear_predictivity,479,103,0.22460546877416138,"[0.22732063228802193, 0.22024687755000155, 0.22756951482127097, 0.22636589009358457, 0.2215244291179278]"
all-other-subjects,V2,IPS1,train,sub-01,linear_predictivity,479,235,0.04954119560853933,
all-other-subjects,V2,IPS1,test,sub-01,linear_predictivity,479,235,0.14605554574927024,"[0.14930823769588003, 0.1409590403011572, 0.15052718505043855, 0.1456684765888138, 0.14381478911006162]"
all-other-subjects,V2,MST,train,sub-01,linear_predictivity,479,149,0.13543588003069867,
all-other-subjects,V2,MST,test,sub-01,linear_predictivity,479,149,0.24222664176719633,"[0.23872919594333286, 0.23418999801489962, 0.23292679440431577, 0.2546701049674091, 0.2506171155060245]"
