model,layer,roi,split,subject,metric,n_features_1_model,n_features_2_brain,score,test_scores_list
all-other-subjects,V1,V1,train,sub-06,linear_predictivity,471,597,0.2177738443386316,
all-other-subjects,V1,V1,test,sub-06,linear_predictivity,471,597,0.3399802989603177,"[0.34898009662380997, 0.33977502167844176, 0.3335971483280242, 0.3373337000545068, 0.3402155281168057]"
all-other-subjects,V1,V2,train,sub-06,linear_predictivity,471,631,0.17495842197936098,
all-other-subjects,V1,V2,test,sub-06,linear_predictivity,471,631,0.28273249565967695,"[0.29222202789794316, 0.2821876542963495, 0.2770971804455517, 0.2786639159829755, 0.2834916996755647]"
all-other-subjects,V1,V3,train,sub-06,linear_predictivity,471,432,0.19190712903744575,
all-other-subjects,V1,V3,test,sub-06,linear_predictivity,471,432,0.3028227560358786,"[0.30900613045653036, 0.30403412912677585, 0.3012890121202545, 0.2958968861864474, 0.3038876222893847]"
all-other-subjects,V1,V4,train,sub-06,linear_predictivity,471,560,0.16644800697357703,
all-other-subjects,V1,V4,test,sub-06,linear_predictivity,471,560,0.28815429039841445,"[0.29195242261989723, 0.2865906041587659, 0.2878205606309844, 0.28215706652315664, 0.2922507980592681]"
all-other-subjects,V1,V3A,train,sub-06,linear_predictivity,471,161,0.062359662466148276,
all-other-subjects,V1,V3A,test,sub-06,linear_predictivity,471,161,0.1294065461309641,"[0.1299660874954151, 0.13079864897766968, 0.1266963070966697, 0.13047076960914852, 0.12910091747591754]"
all-other-subjects,V1,V3B,train,sub-06,linear_predictivity,471,86,0.027896526597401643,
all-other-subjects,V1,V3B,test,sub-06,linear_predictivity,471,86,0.08173640867456625,"[0.08174458492955604, 0.08469956271018884, 0.08056819910993124, 0.08197905079682376, 0.07969064582633135]"
all-other-subjects,V1,V6,train,sub-06,linear_predictivity,471,86,0.027253176091390614,
all-other-subjects,V1,V6,test,sub-06,linear_predictivity,471,86,0.10546516649643159,"[0.11081629035668593, 0.10007532350415584, 0.10060897044226348, 0.1112968388611852, 0.10452840931786751]"
all-other-subjects,V1,V6A,train,sub-06,linear_predictivity,471,73,0.06452467421734276,
all-other-subjects,V1,V6A,test,sub-06,linear_predictivity,471,73,0.1407336224513104,"[0.1429354900836542, 0.13520001334650783, 0.13759292569821893, 0.1506368438487602, 0.13730283927941087]"
all-other-subjects,V1,V7,train,sub-06,linear_predictivity,471,83,0.08890183380975863,
all-other-subjects,V1,V7,test,sub-06,linear_predictivity,471,83,0.1512616194966537,"[0.14818389291796083, 0.17168122470442954, 0.14008437063280632, 0.14161834612975993, 0.1547402630983119]"
all-other-subjects,V1,V8,train,sub-06,linear_predictivity,471,107,0.08287307036133744,
all-other-subjects,V1,V8,test,sub-06,linear_predictivity,471,107,0.1919683477778433,"[0.1900331843194431, 0.19027885103680983, 0.19594326351405641, 0.18460082361170296, 0.19898561640720425]"
all-other-subjects,V1,FFC,train,sub-06,linear_predictivity,471,217,0.07006385527777931,
all-other-subjects,V1,FFC,test,sub-06,linear_predictivity,471,217,0.12450283849994392,"[0.1266585223648055, 0.11437022007663092, 0.12475615400976409, 0.1266658670045601, 0.13006342904395907]"
all-other-subjects,V1,PIT,train,sub-06,linear_predictivity,471,105,0.13755457483574632,
all-other-subjects,V1,PIT,test,sub-06,linear_predictivity,471,105,0.27915680482998784,"[0.28348695170234556, 0.2735653168198233, 0.282653509817124, 0.26869853648463154, 0.287379709326015]"
all-other-subjects,V1,IPS1,train,sub-06,linear_predictivity,471,150,0.01691117669603241,
all-other-subjects,V1,IPS1,test,sub-06,linear_predictivity,471,150,0.05161227579704665,"[0.056485723261780314, 0.04430462668841505, 0.04735190879773024, 0.049398297872758415, 0.06052082236454922]"
all-other-subjects,V1,MST,train,sub-06,linear_predictivity,471,148,0.16405212624164855,
all-other-subjects,V1,MST,test,sub-06,linear_predictivity,471,148,0.2163501969892229,"[0.2141989862767024, 0.2196668434738213, 0.20358102086327673, 0.22139938838286566, 0.22290474594944829]"
all-other-subjects,V1,MT,train,sub-06,linear_predictivity,471,95,0.14884274211323653,
