model,layer,roi,split,subject,metric,n_features_1_model,n_features_2_brain,score,test_scores_list
all-other-subjects,V1,V1,train,sub-08,linear_predictivity,477,560,0.15445976854434032,
all-other-subjects,V1,V1,test,sub-08,linear_predictivity,477,560,0.2958726487061557,"[0.29289883087918195, 0.29606990303263553, 0.2877407019998867, 0.2960527863534565, 0.3066010212656178]"
all-other-subjects,V1,V2,train,sub-08,linear_predictivity,477,482,0.1866200083319107,
all-other-subjects,V1,V2,test,sub-08,linear_predictivity,477,482,0.35058958274819363,"[0.3487596756620729, 0.34715927330503726, 0.3444429787905562, 0.355065263509674, 0.3575207224736279]"
all-other-subjects,V1,V3,train,sub-08,linear_predictivity,477,458,0.11586033603195894,
all-other-subjects,V1,V3,test,sub-08,linear_predictivity,477,458,0.2607413032712437,"[0.2598228586494684, 0.2511792952571201, 0.2545559242619734, 0.2693644713046432, 0.2687839668830133]"
all-other-subjects,V1,V4,train,sub-08,linear_predictivity,477,604,0.08975073133498335,
all-other-subjects,V1,V4,test,sub-08,linear_predictivity,477,604,0.19268727302421373,"[0.19309091435196607, 0.18277829717342411, 0.18694669477737166, 0.19543297766244627, 0.20518748115586047]"
all-other-subjects,V1,V3A,train,sub-08,linear_predictivity,477,226,0.05230751550595967,
all-other-subjects,V1,V3A,test,sub-08,linear_predictivity,477,226,0.15689784408899823,"[0.14492651408917545, 0.14617773804861664, 0.17218239941994287, 0.17277189604552853, 0.1484306728417276]"
all-other-subjects,V1,V3B,train,sub-08,linear_predictivity,477,147,0.06512541641186856,
all-other-subjects,V1,V3B,test,sub-08,linear_predictivity,477,147,0.1792717324779154,"[0.16375415555032866, 0.19119155328631074, 0.16910870080544357, 0.18964982929218877, 0.18265442345530525]"
all-other-subjects,V1,V6,train,sub-08,linear_predictivity,477,105,0.022401955093973722,
all-other-subjects,V1,V6,test,sub-08,linear_predictivity,477,105,0.03475764992313803,"[0.03465305630212584, 0.03649611166053844, 0.030130115266751762, 0.03211898132576392, 0.04038998506051023]"
all-other-subjects,V1,V6A,train,sub-08,linear_predictivity,477,84,0.05050837250478477,
all-other-subjects,V1,V6A,test,sub-08,linear_predictivity,477,84,0.14235461044810765,"[0.14674661784150705, 0.13991486803832281, 0.1358352212548719, 0.1474125971227322, 0.1418637479831043]"
all-other-subjects,V1,V7,train,sub-08,linear_predictivity,477,78,0.08260030246816748,
all-other-subjects,V1,V7,test,sub-08,linear_predictivity,477,78,0.1592151020158181,"[0.1600158182339626, 0.1625749675641488, 0.14438898873334866, 0.1760314775415256, 0.1530642580061049]"
all-other-subjects,V1,V8,train,sub-08,linear_predictivity,477,112,0.07561207309681187,
all-other-subjects,V1,V8,test,sub-08,linear_predictivity,477,112,0.11342447206040551,"[0.11213005483928218, 0.10690177934247294, 0.10913499753694843, 0.10627768797395677, 0.1326778406093673]"
all-other-subjects,V1,FFC,train,sub-08,linear_predictivity,477,275,0.0566102210162781,
all-other-subjects,V1,FFC,test,sub-08,linear_predictivity,477,275,0.10617357681286765,"[0.08880348250212725, 0.08981912260531043, 0.10592647379835478, 0.11816063225798197, 0.12815817290056383]"
all-other-subjects,V1,PIT,train,sub-08,linear_predictivity,477,117,0.058025116012366915,
all-other-subjects,V1,PIT,test,sub-08,linear_predictivity,477,117,0.12089834427060582,"[0.10309107144058577, 0.1203834310494245, 0.09864185810481055, 0.12907679219150414, 0.1532985685667041]"
all-other-subjects,V1,IPS1,train,sub-08,linear_predictivity,477,219,0.03406082930180897,
