model,layer,roi,split,subject,metric,n_features_1_model,n_features_2_brain,score,test_scores_list
all-other-subjects,V1,V1,train,sub-02,linear_predictivity,502,435,0.2072278805776315,
all-other-subjects,V1,V1,test,sub-02,linear_predictivity,502,435,0.34003192900902474,"[0.34014420915703514, 0.3388581723482573, 0.3387843493485437, 0.34030442873545536, 0.34206848545583235]"
all-other-subjects,V1,V2,train,sub-02,linear_predictivity,502,567,0.151790160211264,
all-other-subjects,V1,V2,test,sub-02,linear_predictivity,502,567,0.24762735395581972,"[0.24677694489443008, 0.2537175698293064, 0.2458665967586186, 0.24302615614185785, 0.24874950215488564]"
all-other-subjects,V1,V3,train,sub-02,linear_predictivity,502,538,0.13369596879859658,
all-other-subjects,V1,V3,test,sub-02,linear_predictivity,502,538,0.26706401408169855,"[0.26728949457572015, 0.26424284791197394, 0.26701659528502936, 0.26423244635873705, 0.2725386862770319]"
all-other-subjects,V1,V4,train,sub-02,linear_predictivity,502,630,0.11749928854489708,
all-other-subjects,V1,V4,test,sub-02,linear_predictivity,502,630,0.2488227634031385,"[0.24877681882463357, 0.24851466731756827, 0.2507546287854425, 0.24056030030468464, 0.25550740178336334]"
all-other-subjects,V1,V3A,train,sub-02,linear_predictivity,502,273,0.08306665686448864,
all-other-subjects,V1,V3A,test,sub-02,linear_predictivity,502,273,0.16822452566959625,"[0.1647934650366107, 0.16943062537830958, 0.15897340705692276, 0.17534768395162398, 0.17257744692451413]"
all-other-subjects,V1,V3B,train,sub-02,linear_predictivity,502,148,0.11857365598397707,
all-other-subjects,V1,V3B,test,sub-02,linear_predictivity,502,148,0.2295422522551837,"[0.21897796165565947, 0.2342726494715843, 0.22583270772768468, 0.22886534777460882, 0.23976259464638128]"
all-other-subjects,V1,V6,train,sub-02,linear_predictivity,502,147,0.041683679501410366,
all-other-subjects,V1,V6,test,sub-02,linear_predictivity,502,147,0.11979850271856436,"[0.12120553739829462, 0.10741239595662629, 0.12068122678047272, 0.13217790901344975, 0.11751544444397845]"
all-other-subjects,V1,V6A,train,sub-02,linear_predictivity,502,82,0.05155846642502293,
all-other-subjects,V1,V6A,test,sub-02,linear_predictivity,502,82,0.21340356447012923,"[0.2165304782341563, 0.21646116128054668, 0.20765020054176478, 0.21480144932023354, 0.21157453297394493]"
all-other-subjects,V1,V7,train,sub-02,linear_predictivity,502,88,0.10246119218311059,
all-other-subjects,V1,V7,test,sub-02,linear_predictivity,502,88,0.2549687304911312,"[0.24036281710785004, 0.2628729037104641, 0.2607121572975652, 0.24775424180642505, 0.26314153253335176]"
all-other-subjects,V1,V8,train,sub-02,linear_predictivity,502,105,0.07288336044612205,
all-other-subjects,V1,V8,test,sub-02,linear_predictivity,502,105,0.12904181763050732,"[0.12439470337019919, 0.13620519912398238, 0.1368252076741422, 0.11003019560817563, 0.1377537823760372]"
all-other-subjects,V1,FFC,train,sub-02,linear_predictivity,502,269,0.049279347040983225,
all-other-subjects,V1,FFC,test,sub-02,linear_predictivity,502,269,0.14952127510523777,"[0.16132570859310855, 0.1091708146967273, 0.1658079242851207, 0.1530718209335583, 0.158230107017674]"
all-other-subjects,V1,PIT,train,sub-02,linear_predictivity,502,110,0.09237278143474036,
all-other-subjects,V1,PIT,test,sub-02,linear_predictivity,502,110,0.23565999530659815,"[0.24069376941943194, 0.2185050655354532, 0.24379950781105564, 0.2322546187168225, 0.2430470150502274]"
all-other-subjects,V1,IPS1,train,sub-02,linear_predictivity,502,212,0.03886416195611174,
all-other-subjects,V1,IPS1,test,sub-02,linear_predictivity,502,212,0.17523623264374363,"[0.17914639615441771, 0.16780995443108312, 0.1813572169673337, 0.17415746808179974, 0.17371012758408383]"
all-other-subjects,V1,MST,train,sub-02,linear_predictivity,502,149,0.07005231620905526,
all-other-subjects,V1,MST,test,sub-02,linear_predictivity,502,149,0.13740375443591774,"[0.152212666645882, 0.1175322134409054, 0.13319211001200934, 0.14268443311290138, 0.1413973489678905]"
all-other-subjects,V1,MT,train,sub-02,linear_predictivity,502,99,0.06147467427401141,
all-other-subjects,V1,MT,test,sub-02,linear_predictivity,502,99,0.09862227837105189,"[0.13075115379236787, 0.07876035745182212, 0.1129993490860541, 0.0903781341252096, 0.08022239739980576]"
all-other-subjects,V1,FST,train,sub-02,linear_predictivity,502,171,0.09491082757108073,
all-other-subjects,V1,FST,test,sub-02,linear_predictivity,502,171,0.20635701064713036,"[0.20000192423425167, 0.1981026492191081, 0.20945297123712314, 0.21321243021914085, 0.21101507832602803]"
all-other-subjects,V1,LO1,train,sub-02,linear_predictivity,502,78,0.05060532217803085,
all-other-subjects,V1,LO1,test,sub-02,linear_predictivity,502,78,0.1545400099046508,"[0.16489042249354136, 0.16745175278097102, 0.17177043917979742, 0.1273235107323181, 0.14126392433662613]"
all-other-subjects,V1,LO2,train,sub-02,linear_predictivity,502,82,0.11093642203709703,
all-other-subjects,V1,LO2,test,sub-02,linear_predictivity,502,82,0.2635841983849233,"[0.2700866059139182, 0.24426465037137485, 0.26652591477741117, 0.2683073324497262, 0.26873648841218634]"
all-other-subjects,V1,LO3,train,sub-02,linear_predictivity,502,124,0.06622563302542657,
all-other-subjects,V1,LO3,test,sub-02,linear_predictivity,502,124,0.19142078008098,"[0.1912020319629462, 0.19025957321147596, 0.19086407040745, 0.19435694989373914, 0.19042127492928876]"
all-other-subjects,V2,V1,train,sub-02,linear_predictivity,543,435,0.19372653942265,
all-other-subjects,V2,V1,test,sub-02,linear_predictivity,543,435,0.32629469399420347,"[0.32399651480835895, 0.32527658481600813, 0.3278480998402757, 0.3243489285365226, 0.330003341969852]"
all-other-subjects,V2,V2,train,sub-02,linear_predictivity,543,567,0.16472606043054935,
all-other-subjects,V2,V2,test,sub-02,linear_predictivity,543,567,0.2777866584819677,"[0.27744166581535934, 0.28280434005255045, 0.2796975446489148, 0.2730952242893184, 0.27589451760369577]"
all-other-subjects,V2,V3,train,sub-02,linear_predictivity,543,538,0.14216123049910784,
all-other-subjects,V2,V3,test,sub-02,linear_predictivity,543,538,0.29011185997690847,"[0.28934448518788225, 0.29056979191609184, 0.2894015055028569, 0.28642766969455713, 0.29481584758315427]"
all-other-subjects,V2,V4,train,sub-02,linear_predictivity,543,630,0.1287567793290125,
all-other-subjects,V2,V4,test,sub-02,linear_predictivity,543,630,0.27444879398929656,"[0.26955576793735, 0.28013152271750985, 0.27628760304151806, 0.26441684914982366, 0.28185222710028135]"
all-other-subjects,V2,V3A,train,sub-02,linear_predictivity,543,273,0.09221452535526416,
all-other-subjects,V2,V3A,test,sub-02,linear_predictivity,543,273,0.20884346802174308,"[0.20070922794950216, 0.20727831408704905, 0.20906828813259012, 0.2106553339891855, 0.21650617595038857]"
all-other-subjects,V2,V3B,train,sub-02,linear_predictivity,543,148,0.12673512252950364,
all-other-subjects,V2,V3B,test,sub-02,linear_predictivity,543,148,0.24610581450155636,"[0.2396655358097145, 0.24645391952798218, 0.24104689063418136, 0.24015524518616682, 0.2632074813497368]"
all-other-subjects,V2,V6,train,sub-02,linear_predictivity,543,147,0.05117756374181019,
all-other-subjects,V2,V6,test,sub-02,linear_predictivity,543,147,0.12540890122319576,"[0.12411212742711521, 0.12015772969312158, 0.12555553754764637, 0.13552854362332728, 0.12169056782476824]"
all-other-subjects,V2,V6A,train,sub-02,linear_predictivity,543,82,0.07153238216416645,
all-other-subjects,V2,V6A,test,sub-02,linear_predictivity,543,82,0.20916550155064878,"[0.21324109895686982, 0.21238904121077265, 0.208455783265595, 0.20316870438538176, 0.20857287993462478]"
all-other-subjects,V2,V7,train,sub-02,linear_predictivity,543,88,0.11612127610543639,
all-other-subjects,V2,V7,test,sub-02,linear_predictivity,543,88,0.29433423347161314,"[0.28071626403967287, 0.29061667937488295, 0.30908472715811475, 0.28329324070947676, 0.3079602560759184]"
all-other-subjects,V2,V8,train,sub-02,linear_predictivity,543,105,0.07980183597002344,
all-other-subjects,V2,V8,test,sub-02,linear_predictivity,543,105,0.16128456202284971,"[0.15787122637876694, 0.16541956188132456, 0.17379645576037456, 0.1422323075006505, 0.16710325859313202]"
all-other-subjects,V2,FFC,train,sub-02,linear_predictivity,543,269,0.06809195787924786,
all-other-subjects,V2,FFC,test,sub-02,linear_predictivity,543,269,0.2019822549165958,"[0.2109703476861096, 0.19591654937117758, 0.2012390806694432, 0.20663881643159418, 0.19514648042465438]"
all-other-subjects,V2,PIT,train,sub-02,linear_predictivity,543,110,0.09216498679339989,
all-other-subjects,V2,PIT,test,sub-02,linear_predictivity,543,110,0.2763120331127733,"[0.27695571949587006, 0.2688491003957622, 0.2725510423721068, 0.2790688313456933, 0.2841354719544339]"
all-other-subjects,V2,IPS1,train,sub-02,linear_predictivity,543,212,0.05238285021104152,
all-other-subjects,V2,IPS1,test,sub-02,linear_predictivity,543,212,0.18611470637962096,"[0.18734606350169386, 0.17876709003881297, 0.2039087664293547, 0.17585261387788906, 0.1846989980503541]"
all-other-subjects,V2,MST,train,sub-02,linear_predictivity,543,149,0.10368437135924827,
all-other-subjects,V2,MST,test,sub-02,linear_predictivity,543,149,0.17774774567619536,"[0.18780660210329106, 0.17447699249946585, 0.1808825430799734, 0.18154587296053673, 0.1640267177377097]"
all-other-subjects,V2,MT,train,sub-02,linear_predictivity,543,99,0.10004471066661255,
all-other-subjects,V2,MT,test,sub-02,linear_predictivity,543,99,0.11940559660446955,"[0.13067240826759716, 0.11070308995630072, 0.12249587087649155, 0.12547634807727387, 0.10768026584468443]"
all-other-subjects,V2,FST,train,sub-02,linear_predictivity,543,171,0.11433147991232098,
all-other-subjects,V2,FST,test,sub-02,linear_predictivity,543,171,0.24788631392932295,"[0.24066942675567715, 0.23696506755852156, 0.25262531072676303, 0.2554650894297068, 0.2537066751759462]"
all-other-subjects,V2,LO1,train,sub-02,linear_predictivity,543,78,0.06611121589600494,
all-other-subjects,V2,LO1,test,sub-02,linear_predictivity,543,78,0.17005027491664054,"[0.16344242337490222, 0.17824870274651797, 0.17449931253706638, 0.159972113408782, 0.17408882251593402]"
all-other-subjects,V2,LO2,train,sub-02,linear_predictivity,543,82,0.13143202409315566,
all-other-subjects,V2,LO2,test,sub-02,linear_predictivity,543,82,0.29545596214587133,"[0.3022627759530651, 0.29221390123278806, 0.2954710561638479, 0.2945082621156561, 0.2928238152639995]"
all-other-subjects,V2,LO3,train,sub-02,linear_predictivity,543,124,0.07666256393013911,
all-other-subjects,V2,LO3,test,sub-02,linear_predictivity,543,124,0.19592166626709176,"[0.18957256242856446, 0.19550833418719282, 0.20168340189125553, 0.190159866000965, 0.2026841668274809]"
all-other-subjects,V3,V1,train,sub-02,linear_predictivity,478,435,0.17160250204551775,
all-other-subjects,V3,V1,test,sub-02,linear_predictivity,478,435,0.30440436034074875,"[0.30491594815798945, 0.3037180167174887, 0.302578305366487, 0.3070027626316325, 0.30380676883014607]"
all-other-subjects,V3,V2,train,sub-02,linear_predictivity,478,567,0.15843129999637148,
all-other-subjects,V3,V2,test,sub-02,linear_predictivity,478,567,0.28843575002700644,"[0.28911713081993506, 0.2955996098952338, 0.28408832045489874, 0.28794831181229885, 0.28542537715266586]"
all-other-subjects,V3,V3,train,sub-02,linear_predictivity,478,538,0.16831485702982765,
